trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
237,False,"{'a': 0.7889912880176096, 'e': 0.09348072627805848}",20,10,15.101299579968174,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.7882026910937704, 'e': 0.09255057751034329}",30,8,8.303953663922645,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
239,False,"{'a': 0.787414882372688, 'e': 0.09162968387750485}",30,17,-28.585517610083087,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
240,False,"{'a': 0.7866278610665535, 'e': 0.09071795328941253}",25,15,16.883575887763154,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.7858416263883455, 'e': 0.08981529457224764}",20,10,18.55932043988092,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.7850561775518295, 'e': 0.08892161745938636}",20,12,14.533694334230743,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.7842715137715565, 'e': 0.08803683258237256}",25,0,26.098142159203576,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
244,False,"{'a': 0.7834876342628626, 'e': 0.08716085146198131}",20,15,8.205266546229309,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.7827045382418681, 'e': 0.08629358649937051}",20,1,25.21953590344866,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.7819222249254772, 'e': 0.08543495096732125}",25,0,37.18928305836522,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
247,False,"{'a': 0.7811406935313765, 'e': 0.0845848590015647}",30,23,12.742412323350589,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.7803599432780343, 'e': 0.08374322559219598}",25,5,31.46831677380061,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.7795799733847004, 'e': 0.08290996657517267}",20,10,7.085416326013725,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.7788007830714049, 'e': 0.08208499862389881}",20,6,23.66432351332336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.7780223715589574, 'e': 0.08126823924089169}",20,16,6.3005761381379894,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.7772447380689461, 'e': 0.08045960674953244}",25,0,2.206410215949169,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
253,False,"{'a': 0.7764678818237378, 'e': 0.07965902028589801}",30,16,-14.599348555335752,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
254,False,"{'a': 0.775691802046476, 'e': 0.07886639979067496}",20,2,13.921579002470303,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.774916497961081, 'e': 0.07808166600115314}",25,11,19.052050431303435,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.7741419687922484, 'e': 0.07730474044329975}",20,16,6.851083409292293,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.7733682137654491, 'e': 0.07653554542391153}",20,14,10.41471579409045,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.772595232106928, 'e': 0.07577400402284548}",30,10,15.903698651234372,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
259,False,"{'a': 0.7718230230437034, 'e': 0.07502004008532698}",20,0,-21.524078467367442,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
260,False,"{'a': 0.7710515858035663, 'e': 0.07427357821433388}",20,9,20.98895817798323,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.7702809196150792, 'e': 0.07353454376305711}",25,10,13.76268614757467,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.7695110237075758, 'e': 0.0728028628274356}",30,4,33.318641898372185,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.7687418973111603, 'e': 0.07207846223876611}",25,14,21.15274665128938,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.7679735396567061, 'e': 0.07136126955638607}",20,7,21.478424766964192,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.7672059499758557, 'e': 0.0706512130604296}",20,0,29.759805372206884,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.7664391275010192, 'e': 0.06994822174465537}",35,3,47.15551844902033,"{0: 31, 1: 1, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.765673071465374, 'e': 0.069252225309346}",20,8,20.966759024726432,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.764907781102864, 'e': 0.06856315415427792}",30,18,24.76467641876623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.764143255648199, 'e': 0.06788093937176144}",25,7,26.968091239893223,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.7633794943368531, 'e': 0.06720551273974976}",25,17,5.419317698560326,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.7626164964050653, 'e': 0.06653680671501687}",20,0,31.67036363411268,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.7618542610898376, 'e': 0.06587475442640296}",25,0,16.154453194220554,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
273,False,"{'a': 0.7610927876289343, 'e': 0.06521928966812754}",25,14,6.5227818854393655,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.7603320752608821, 'e': 0.06457034689316848}",25,17,15.54042807614383,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.7595721232249685, 'e': 0.06392786120670758}",20,0,14.823737118615643,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
276,False,"{'a': 0.7588129307612415, 'e': 0.06329176835964072}",25,15,18.945578811942106,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.7580544971105083, 'e': 0.06266200474215317}",20,7,18.373558937125832,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.7572968215143355, 'e': 0.062038507377358304}",20,9,10.24164105661124,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.7565399032150474, 'e': 0.061421213915000133}",20,13,7.128760548544655,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.7557837414557255, 'e': 0.06081006262521796}",20,14,11.130614719901812,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.755028335480208, 'e': 0.06020499239237355}",25,11,20.45357669067036,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.754273684533089, 'e': 0.059605942708939375}",25,7,30.778194327329977,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,16,8.38776471139553,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,13,32.43359127936655,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,19,15.83032709278272,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,11,37.114360704971986,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,18,12.646092770178328,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,11,24.252287119972245,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,0,26.972305856672882,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0, 'e': 0}",30,19,18.171993189600286,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,9,30.463956611764324,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",35,21,28.919782290093828,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
